TestId,ESVId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Accession,PercMatch
23S,ESV_178493,Eukaryota,Bacillariophyta,Bacillariophyceae,,,,,KM676706,99.1
23S,ESV_178493,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Ulnariaceae,Ulnaria,Ulnaria acus,JQ088178,98.8
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Halamphora,Halamphora calidilacuna,NC_044464,97.6
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Halamphora,Halamphora americana,NC_044463,97.6
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis,Seminavis robusta,MH356727,97.3
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,,,,,KM676740,97.3
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia sp. A2ni,KJ671847,97.3
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma strigosum,KJ671846,98.2
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bacillaria,Bacillaria paxillifer,KJ671832,97.3
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Amphiprora,Amphiprora alata,KJ671831,97.6
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora pupula,HQ337538,97.9
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora pupula,HQ337537,97.9
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora pupula,HQ337530,98.2
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora pupula,HQ337520,97.6
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora obesa,HQ337515,97.9
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora lanceolata,HQ337514,97.6
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora caput,HQ337513,97.9
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora capitata,HQ337512,97.9
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora blackfordensis,HQ337511,97.6
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora bisexualis,HQ337510,97.9
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora auldreekie,HQ337509,97.9
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula sp. CCMP2746,HQ337472,97.3
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula sp. BOLD:AAO6950,HQ337469,97.6
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula ramosissima,HQ337465,97.3
23S,ESV_178492,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,Fistulifera pelliculosa,HQ337464,97.3
23S,ESV_178491,Eukaryota,Bacillariophyta,Bacillariophyceae,,,,,KM676758,99.1
23S,ESV_178491,Eukaryota,Bacillariophyta,Bacillariophyceae,,,,,KM676706,99.1
23S,ESV_178491,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Ulnariaceae,Ulnaria,Ulnaria acus,JQ088178,98.8
23S,ESV_178490,Bacteria,Cyanobacteria,unk_class,Nostocales,Hapalosiphonaceae,Fischerella,Fischerella thermalis,NZ_NMQB01000685,80.9
23S,ESV_178490,Bacteria,Cyanobacteria,unk_class,Nostocales,Hapalosiphonaceae,Fischerella,Fischerella thermalis,NZ_NGZV01000103,80.6
23S,ESV_178490,Bacteria,Cyanobacteria,unk_class,Nostocales,Hapalosiphonaceae,Fischerella,Fischerella thermalis,NMQF01000252,80.6
23S,ESV_178490,Bacteria,Cyanobacteria,unk_class,Nostocales,Hapalosiphonaceae,Fischerella,Fischerella thermalis,NHAD01000098,80.9
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Halamphora,Halamphora calidilacuna,NC_044464,97.6
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Halamphora,Halamphora americana,NC_044463,97.6
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis,Seminavis robusta,MH356727,97.3
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,,,,,KM676740,97.3
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia sp. A2ni,KJ671847,97.3
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma strigosum,KJ671846,98.2
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bacillaria,Bacillaria paxillifer,KJ671832,97.3
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Amphiprora,Amphiprora alata,KJ671831,97.6
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora pupula,HQ337538,97.9
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora pupula,HQ337537,97.9
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora pupula,HQ337530,98.2
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora pupula,HQ337520,97.6
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora obesa,HQ337515,97.9
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora lanceolata,HQ337514,97.6
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora caput,HQ337513,97.9
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora capitata,HQ337512,97.9
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora blackfordensis,HQ337511,97.6
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora bisexualis,HQ337510,97.9
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora auldreekie,HQ337509,97.9
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula sp. CCMP2746,HQ337472,97.3
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula sp. BOLD:AAO6950,HQ337469,97.6
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula ramosissima,HQ337465,97.3
23S,ESV_178489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,Fistulifera pelliculosa,HQ337464,97.3
23S,ESV_178488,Eukaryota,Bacillariophyta,Bacillariophyceae,,,,,KM676758,99.1
23S,ESV_178488,Eukaryota,Bacillariophyta,Bacillariophyceae,,,,,KM676706,99.1
23S,ESV_178488,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Ulnariaceae,Ulnaria,Ulnaria acus,JQ088178,98.8
23S,ESV_178487,Bacteria,Cyanobacteria,unk_class,Nostocales,Hapalosiphonaceae,Fischerella,Fischerella thermalis,NZ_NMQB01000685,81.5
23S,ESV_178487,Bacteria,Cyanobacteria,unk_class,Nostocales,Hapalosiphonaceae,Fischerella,Fischerella thermalis,NZ_NGZV01000103,81.2
23S,ESV_178487,Bacteria,Cyanobacteria,unk_class,Nostocales,Hapalosiphonaceae,Fischerella,Fischerella thermalis,NMQF01000252,81.2
23S,ESV_178487,Bacteria,Cyanobacteria,unk_class,Nostocales,Hapalosiphonaceae,Fischerella,Fischerella thermalis,NHAD01000098,81.5
23S,ESV_178252,Bacteria,Cyanobacteria,unk_class,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon polymorphus,NZ_PVWO01000159,98.8
23S,ESV_178252,Bacteria,Cyanobacteria,unk_class,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon minutus,NR_102544,99.1
23S,ESV_178107,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas leiostraca,NC_032109,93.1
23S,ESV_178107,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Oogamochlamys,Oogamochlamys gigantea,NC_028580,92.8
23S,ESV_178107,Eukaryota,Chlorophyta,Chlorophyceae,unk_order,unk_family,Tetraflagellochloris,Tetraflagellochloris mauritanica,MH844574,92.5
23S,ESV_178107,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Haematococcaceae,Chlorogonium,Chlorogonium elongatum,L42860,93.4
23S,ESV_178107,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Haematococcaceae,Chlorogonium,Chlorogonium capillatum,KT625090,93.4
23S,ESV_178107,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Haematococcaceae,Chlorogonium,Chlorogonium elongatum,KP259889,92.5
23S,ESV_135845,Bacteria,Cyanobacteria,unk_class,Nostocales,Fortieaceae,Roholtiella,aff. Roholtiella sp. LEGE 12411,NZ_JADEXR010000273,99.7
23S,ESV_135845,Bacteria,Cyanobacteria,unk_class,Nostocales,Nostocaceae,Nostoc,Nostoc sp. MG11,NZ_JACXXN010000113,99.7
23S,ESV_130026,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Staurosiraceae,Nanofrustulum,Nanofrustulum shiloi,MN276191,97.3
23S,ESV_130026,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia sp. A2ni,KJ671847,97
23S,ESV_130026,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora pupula,HQ337537,96.7
23S,ESV_130026,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora pupula,HQ337530,96.4
23S,ESV_130026,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora obesa,HQ337515,96.7
23S,ESV_130026,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora lanceolata,HQ337514,96.4
23S,ESV_130026,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora bisexualis,HQ337510,96.7
23S,ESV_130026,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora auldreekie,HQ337509,96.7
23S,ESV_130026,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia sp. BOLD:AAX5147,HQ337482,96.4
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus densiflora,NC_042394,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus pumila,NC_041108,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus aristata,NC_039809,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus morrisonicola,NC_039616,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus parviflora,NC_039615,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus teocote,NC_039586,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus pinea,NC_039585,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus oocarpa,NC_035949,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus jaliscana,NC_035948,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus greggii,NC_035947,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus armandii,NC_029847,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus sibirica,NC_028552,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus tabuliformis,NC_028531,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus bungeana,NC_028421,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus taiwanensis,NC_027415,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus sylvestris,MT787466,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus yunnanensis,MT712078,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus cembra,MN536531,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus squamata,MK994519,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus yunnanensis,MK135067,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus elliottii,MK135066,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus crassicorticea,MK105897,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus lambertiana,MH612865,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus krempfii,MH612864,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus contorta,MH612863,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus thunbergii,MH612862,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus nelsonii,MH612859,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus monophylla,MH612858,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus wangii,MH167924,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus massoniana,MF564195,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus taeda,KY964286,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus mugo,KX833097,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus dabeshanensis,KX255674,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus amamiana,JN854226,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus arizonica,JN854225,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus brutia,JN854224,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus caribaea,JN854222,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus clausa,JN854217,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus arizonica,JN854216,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus coulteri,JN854215,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus cubensis,JN854214,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus culminicola,JN854213,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus dalatensis,JN854211,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus densata,JN854209,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus devoniana,JN854208,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus discolor,JN854207,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus hartwegii,JN854206,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus douglasiana,JN854205,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus echinata,JN854204,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus edulis,JN854203,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus engelmannii,JN854201,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus fragilissima,JN854200,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus halepensis,JN854197,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus heldreichii,JN854195,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus hwangshanensis,JN854194,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus jeffreyi,JN854193,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus kesiya,JN854191,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus latteri,JN854190,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus pringlei,JN854189,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus lawsonii,JN854188,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus leiophylla,JN854187,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus lumholtzii,JN854186,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus maximartinezii,JN854184,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus montezumae,JN854183,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus mugo,JN854181,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus muricata,JN854180,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus nigra,JN854179,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus pseudostrobus,JN854178,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus occidentalis,JN854177,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus palustris,JN854176,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus patula,JN854175,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus pinceana,JN854174,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus ponderosa,JN854172,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus ponderosa,JN854171,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus pungens,JN854167,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus quadrifolia,JN854166,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus radiata,JN854165,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus remota,JN854164,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus roxburghii,JN854162,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus sabiniana,JN854161,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus strobiformis,JN854159,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus tropicalis,JN854156,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus virginiana,JN854155,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus wallichiana,JN854154,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus yecorensis,JN854152,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus pinaster,FJ899583,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus parviflora,FJ899581,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus merkusii,FJ899579,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus flexilis,FJ899576,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus canariensis,FJ899572,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus banksiana,FJ899571,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus attenuata,FJ899569,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus albicaulis,FJ899566,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus torreyana,FJ899564,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus torreyana,FJ899563,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus strobus,FJ899560,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus rzedowskii,FJ899557,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus resinosa,FJ899556,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus gerardiana,EU998741,99.7
23S,ESV_106831,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus koraiensis,AY228468,99.7
23S,ESV_088250,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Geminella,Geminella minor,NC_025544,100
23S,ESV_088250,Eukaryota,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Interfilum,Interfilum terricola,NC_025542,100
23S,ESV_073968,Bacteria,Cyanobacteria,unk_class,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NZL,NZ_WBKL01000170,97.6
23S,ESV_073968,Bacteria,Cyanobacteria,unk_class,Nostocales,Nostocaceae,Nostoc,Nostoc sp. 'Peltigera membranacea cyanobiont' 232,NZ_NOLK01000032,98.2
23S,ESV_073968,Bacteria,Cyanobacteria,unk_class,Nostocales,Nostocaceae,Nostoc,Nostoc sp. 'Peltigera membranacea cyanobiont' 210A,NZ_NOLJ01000022,97.6
23S,ESV_073968,Bacteria,Cyanobacteria,unk_class,Nostocales,Nostocaceae,Nostoc,Nostoc sp. 'Peltigera membranacea cyanobiont' 213,NZ_NOLI01000244,97.6
23S,ESV_073968,Bacteria,Cyanobacteria,unk_class,Nostocales,Nostocaceae,Nostoc,Nostoc sp. ATCC 53789,NZ_LWSY01000052,98.2
23S,ESV_073968,Bacteria,Cyanobacteria,unk_class,Nostocales,Nostocaceae,Nostoc,Nostoc sp. KVJ20,NZ_KV757802,98.5
23S,ESV_073968,Bacteria,Cyanobacteria,unk_class,Nostocales,Nostocaceae,Nostoc,Nostoc sp. LEGE 12450,NZ_JADEXU010000335,98.2
23S,ESV_073968,Bacteria,Cyanobacteria,unk_class,Nostocales,Nostocaceae,Nostoc,Nostoc sp. LEGE 12447,NZ_JADEXT010000109,98.2
23S,ESV_073968,Bacteria,Cyanobacteria,unk_class,Nostocales,Nostocaceae,Nostoc,Nostoc sp. UCD121,NZ_JACKZS010000336,98.2
23S,ESV_073968,Bacteria,Cyanobacteria,unk_class,Nostocales,Nostocaceae,Nostoc,Nostoc sp. UCD122,NZ_JACKZN010000184,98.2
